No;Link;Sumber;Tanggal;Tag;PIC;Judul;Isi Berita;Status
81;https://www.tempo.co/foto/arsip/halte-transjakarta-polda-metro-jaya-mulai-dibersihkan-2065030;Tempo.co;31/8/25;Berita;Edward;Halte Transjakarta Polda Metro Jaya Mulai Dibersihkan;"Petugas gabungan membersihkan Halte Polda Metro Jaya ketika Hari Bebas Kendaraan Bermotor di jalan Jenderal Sudirman, Jakarta, 31 Agustus 2025. PT Transportasi Jakarta menghentikan seluruh layanan dan rute perjalanan imbas pembakaran sejumlah halte. Tempo/Ilham Balindra

Petugas gabungan membersihkan Halte Polda Metro Jaya ketika Hari Bebas Kendaraan Bermotor di jalan Jenderal Sudirman, Jakarta, 31 Agustus 2025. Tempo/Ilham Balindra

Petugas gabungan membersihkan Halte Polda Metro Jaya ketika Hari Bebas Kendaraan Bermotor di jalan Jenderal Sudirman, Jakarta, 31 Agustus 2025. Tempo/Ilham Balindra

Petugas gabungan membersihkan Halte Polda Metro Jaya ketika Hari Bebas Kendaraan Bermotor di jalan Jenderal Sudirman, Jakarta, 31 Agustus 2025. Tempo/Ilham Balindra

Petugas gabungan membersihkan Halte Polda Metro Jaya ketika Hari Bebas Kendaraan Bermotor di jalan Jenderal Sudirman, Jakarta, 31 Agustus 2025. Tempo/Ilham Balindra

Petugas gabungan membersihkan Halte Polda Metro Jaya ketika Hari Bebas Kendaraan Bermotor di jalan Jenderal Sudirman, Jakarta, 31 Agustus 2025. Tempo/Ilham Balindra";success
82;https://www.tempo.co/hukum/respons-pemprov-jakarta-terhadap-gelombang-penjarahan-dan-perusakan-fasilitas-umum-2065007;Tempo.co;31/8/25;Berita;Edward;Respons Pemprov Jakarta terhadap Gelombang Penjarahan dan Perusakan Fasilitas Umum;"GELOMBANG demonstrasi di DKI Jakarta memanas dalam beberapa hari terakhir. Pengrusakan fasilitas umum, seperti halte TransJakarta dan sarana lainnya, tak terhindarkan. Bahkan, massa juga melakukan penjarahan di rumah anggota DPR Ahmad Sahroni, Eko Patrio, serta Uya Kuya.
Menanggapi hal tersebut, Pemerintah Provinsi DKI Jakarta mengajak masyarakat untuk menyampaikan aspirasi sesuai dengan koridor hukum. Fasilitas umum merupakan milik bersama dan dimanfaatkan untuk kepentingan seluruh warga.
""Begitu juga dengan rumah-rumah atau tempat tinggal pribadi sesama warga negara yang tentu harus kita jaga bersama,"" ujar Staf Khusus Bidang Komunikasi Publik Gubernur Jakarta, Chico Hakim, saat dihubungi Tempo pada Ahad, 31 Agustus 2025.
Chico mengatakan, Gubernur Pramono Anung mengajak masyarakat, pemerintah, dan seluruh stakeholder di Jakarta untuk bersama-sama menjaga kota agar tetap kondusif. Ia berharap tidak ada lagi ekses negatif dari gelombang demonstrasi serta seluruh fasilitas dapat pulih 100 persen sehingga aktivitas warga kembali normal.
""Sehingga kita bisa beraktivitas normal di hari-hari ke depan,"" kata dia.
Sementara itu, rumah Ahmad Sahroni, Wakil Ketua Komisi III DPR sebelum dimutasi menjadi anggota Komisi I, dijarah oleh ratusan massa. Sekitar pukul 17.30 WIB, Sabtu sore, massa mulai menggeruduk kediamannya di kawasan Tanjung Priok, Jakarta Utara. Mereka menjarah sejumlah barang milik legislator tersebut, mulai dari kursi, lemari, kasur, jam tangan, uang tunai, mesin pendingin, hingga brankas berisi pecahan dolar.
Di waktu yang hampir berdekatan, ratusan massa yang berbeda mendatangi rumah Eko Patrio yang berada di Jalan Karang Asem I, Kuningan, Setiabudi, Jakarta Selatan, dan rumah Uya Kuya di kawasan Duren Sawit, Jakarta Timur. Saat tengah malam, mereka menggondol semua barang hingga kucing peliharaan yang ada di rumah tersebut.
Bahkan, massa juga menjarah rumah Menteri Keuangan Sri Mulyani di Bintaro, Tangeran Selatan.
Kemudian, per Sabtu kemarin, sejumlah halte TransJakarta mengalami perusakan akibat demonstrasi yang terjadi di beberapa titik Jakarta. Akibatnya, operasional bus TransJakarta hari ini mengalami perubahan.
""Hingga Sabtu pagi ada tujuh halte yang dibakar oleh oknum tidak bertanggung jawab,"" kata Kepala Departemen Humas dan CSR TransJakarta, Ayu Wardhani, saat dihubungi pada Sabtu, 30 Agustus 2025.
Ayu merinci, daftar halte yang dibakar massa adalah Halte Bundaran Senayan, Halte Pemuda Pramuka, Halte Polda Metro Jaya, Halte Senen Toyota Rangga, Halte Sentral Senen, Halte Senayan Bank DKI, dan Halte Gerbang Pemuda.
Akibat dari pembakaran itu, TransJakarta memutuskan tak melayani penumpang pada Sabtu pagi. ""Berbagai pertimbangan dan menyesuaikan kondisi di lapangan, belum beroperasi normal melayani pelanggan,"" kata Ayu.

Dian Rahma Fika dan Oyuk Ivani berkontribusi dalam penulisan artike ini

Editor: Cita-Cita Kandas Affan Kurniawan&nbsp;";success
83;https://www.tempo.co/hukum/rano-karno-transjakarta-dan-mrt-gratis-sepekan-ke-depan-imbas-halte-dibakar-2064807;Tempo.co;30/8/25;Layanan;Edward;Rano Karno: Transjakarta dan MRT Gratis Sepekan ke Depan Imbas Halte Dibakar;"WAKIL Gubernur Jakarta Rano Karno mengatakan pemerintah provinsi menggratiskan layanan transportasi umum Jakarta dalam satu pekan ke depan. ""Dalam seminggu ini kami akan memberikan gratis untuk Transjakarta dan MRT karena perlu pembenahan,"" ujar Rano Karno setelah menyambangi rumah duka almarhum Affan Kurniawan di Jl Lasem, Menteng, Jakarta Pusat, Sabtu, 30 Agustus 2025.
Affan Kurniawan merupakan pengemudi ojek online yang meninggal karena dilindas oleh kendaraan taktis (rantis) milik Brimob Polda Metro Jaya di kawasan Bendungan Hilir pada 28 Agustus 2025. Demonstrasi di Jakarta menyeruak mulai Senin, 25 Agustus 2025. Semula, agenda demo di Senayan untuk menolak kebijakan kenaikan tunjangan anggota DPR. Namun peristiwa meninggalnya Affan memancing aksi demo lebih masif dan beberapa layanan publik dirusak.&nbsp;
Per hari ini, ada tujuh halte yang dibakar oleh massa pada kemarin malam. Yakni Halte Bundaran Senayan, Halte Pemuda Pramuka, Halte Polda Metro Jaya, Halte Senen Toyota Rangga, Halte Sentral Senen, Halte Senayan Bank DKI, dan Halte Gerbang Pemuda.&nbsp;
Rano Karno mengatakan perbaikan halte-halte tersebut sudah dimulai pagi ini. Ia mengimbau masyarakat Jakarta turut menjaga fasilitas umum. ""Kita harus jaga, memberikan pelayanan bagi teman-teman yang demo. Tapi mudah-mudahan jangan fasilitas umum yang hancur,"" ujar dia.&nbsp;
Berdasarkan pantauan Tempo, demonstran membakar Halte Transjakarta Senen Sentral dan pertokoan di sekitarnya. Pada pukul 21.30 WIB, halte sudah hangus dengan kaca yang pecah berserakan. Demonstran berunjuk rasa sejak Kamis malam di sekitar Mako Brimob Kwitang. Hingga Sabtu pagi, massa tak kunjung bubar meski berulang kali ditembaki gas air mata. Mereka meminta keadilan atas meninggalnya salah satu pengemudi ojek online Affan Kurniawan.&nbsp;
Tidak hanya fasilitas umum yang dibakar. Kantor polisi juga tidak lepas dari kemarahan massa, antara lain Kantor Bagian Perencanaan Polres Metro Jakarta Pusat dan Pos Polisi Lalu Lintas Simpang Lima Kota Semarang.

Pilihan Editor: Siapa Ferry Hongkiriwang Pemicu Konflik Polisi-Jaksa
&nbsp;";success
84;https://www.tempo.co/ekonomi/tujuh-halte-dirusak-oknum-transjakarta-hentikan-layanan-hingga-hari-ini-2064709;Tempo.co;30/8/25;Layanan;Edward;Tujuh Halte Dirusak Oknum, Transjakarta Hentikan Layanan Hingga Hari Ini;"SELURUH layanan Transjakarta masih dihentikan hingga pagi hari ini, Sabtu, 30 Agustus 2025. Informasi ini diumumkan Transjakarta melalui akun Instagram @infotije pada Sabtu pagi. Penghentian layanan ini telah berlangsung sejak Jumat malam, 29 Agustus 2025, per pukul 22.11 WIB. &ldquo;Mengingat situasi yang tidak kondusif, seluruh layanan Transjakarta hingga saat ini masih tidak dapat melayani pelanggan,&rdquo; demikian tertulis dalam unggahan Instagram story @infotije.
Sejumlah halte Transjakarta mengalami kerusakan imbas demonstrasi yang terjadi di beberapa titik Jakarta pada Jumat, 29 Agustus 2025. ""Hingga Sabtu pagi ada tujuh halte yang dibakar oleh oknum tidak bertanggung jawab,"" kata Kepala Departemen Humas dan CSR Transjakarta Ayu Wardhani saat dihubungi pada Sabtu, 30 Agustus 2025.
Ayu merinci, halte yang dibakar massa adalah Halte Bundaran Senayan, Halte Pemuda Pramuka, Halte Polda Metro Jaya, Halte Senen Toyota Rangga, Halte Sentral Senen, Halte Senayan Bank DKI dan Halte Gerbang Pemuda. ""Berbagai pertimbangan dan menyesuaikan kondisi di lapangan, belum beroperasi normal melayani pelanggan,"" kata Ayu. Selain itu, Ayu menuturkan manajemen Transjakarta terus memantau kondisi yang berkembang di lapangan agar dapat mengambil keputusan dengan cepat. Ayu pun mendorong agar masyarakat menjaga fasilitas publik, termasuk halte Transjakarta.
Halte Transjakarta Senen Sentral menjadi salah satu yang dibakar demonstran pada Jumat, 29 Agustus 2025. Pembakaran itu merupakan buntut demonstrasi di sekitar Markas Komando Brigade Mobile (Brimob) Kwitang, Jakarta Pusat.&nbsp;
Berdasarkan pantauan Tempo, demonstran membakar Halte Transjakarta Senen Sentral dan pertokoan di sekitarnya. Pada pukul 21.30 WIB, halte sudah hangus dengan kaca yang pecah berserakan. Demonstran berunjuk rasa sejak Kamis malam di sekitar Mako Brimob Kwitang. Hingga Sabtu pagi, massa tak kunjung bubar meski berulang kali ditembaki gas air mata. Mereka meminta keadilan atas meninggalnya salah satu pengemudi ojek online Affan Kurniawan akibat dilindat kendaraan taktis Brimob.

Pilihan editor:  Agar Ekspansi Transjakarta Tak Jadi Beban Subsidi
&nbsp;
&nbsp;
&nbsp;";success
85;https://www.tempo.co/politik/johan-budi-hingga-petinggi-gp-ansor-jadi-komisaris-transjakarta-2054052;Tempo.co;2/8/25;Berita;Edward;Johan Budi hingga Petinggi GP Ansor Jadi Komisaris Transjakarta;"TEMPO.CO, Jakarta - Mantan politikus Partai Demokrasi Indonesia Perjuangan, Johan Budi Sapto Pribowo, menjadi Komisaris PT Transportasi Jakarta atau Transjakarta. Perusahaan tersebut merupakan badan usaha milik daerah Jakarta yang bergerak di bidang transportasi.
Transjakarta mengumumkan penunjukan Johan Budi sebagai komisaris melalui unggahan di media sosial pada Jumat, 1 Agustus 2025. ""Selamat bertugas, Bapak Johan Budi Sapto Pribowo sebagai komisaris Transjakarta,"" demikian tertulis dalam unggahan tersebut.
Selain menunjuk Johan Budi, Transjakarta mengangkat dua komisaris baru. Keduanya adalah Kepala Badan Kepegawaian Negara Zudan Arif Fakrulloh dan Ketua Pimpinan Wilayah Gerakan Pemuda Ansor (GP Ansor) Jakarta Muhammad Ainul.
Johan Budi adalah mantan juru bicara Komisi Pemberantasan Korupsi. Dia menjabat juru bicara KPK selama delapan tahun sejak 2006. Ia pernah menjadi pelaksana tugas pemimpin KPK pada 2015.
Pada Januari 2016, Johan menjadi Staf Khusus Presiden Bidang Komunikasi. Namun, pada 2019, dia mundur dari Istana untuk menjadi anggota Dewan Perwakilan Rakyat periode 2019-2024 dari PDIP. Kariernya sebagai anggota DPR tak berlanjut lantaran Johan gagal lolos ke Senayan pada Pemilihan Umum 2024.
Johan Budi mundur dari partai banteng saat mendaftarkan diri sebagai calon pemimpin KPK pada 2024. Dia gagal lolos seleksi tersebut. Selain itu, ia pernah berkarier sebagai jurnalis pada 1994-2005, salah satunya di Tempo pada 2000-2005.
""Selamat mengemban amanah baru. Terus hadirkan perubahan nyata demi transportasi publik yang lebih modern, aman, dan terjangkau,"" demikian pernyataan di akun media sosial Instagram @pt_transjakarta.
Para komisaris baru akan menggantikan komisaris sebelumnya, yaitu Mashuri Masyhuda dan Bambang Eko Martono. Masa jabatan keduanya telah habis bersamaan dengan penunjukan jajaran komisaris baru.
Tempo telah menghubungi Johan Budi untuk bertanya mengenai penunjukannya sebagai komisaris Transjakarta. Johan belum membalas pesan pendek Tempo hingga Sabtu siang, 2 Agustus 2025.
Gubernur Jakarta Pramono Anung Wibowo pernah menyampaikan pandangannya soal penunjukan komisaris di BUMD. Menurut Pramono, tak ada masalah jika orang dekat pejabat menjadi komisaris. Dia berujar penunjukan orang kepercayaan menjadi petinggi BUMD tak jadi masalah selama mereka tidak ditempatkan di jajaran anggota direksi.
Pramono menilai keberadaan orang titipan di jajaran direktur akan menimbulkan masalah. Sebab, kata dia, direktur bertugas menjalankan perusahaan sehari-hari.
Namun, kata dia, masalah itu tidak timbul jika orang kepercayaan pejabat ditaruh di posisi komisaris. ""Kalau komisaris kan melakukan pengawasan saja. Yang penting yang menjalankan,"" ucap politikus PDIP itu di Menteng, Jakarta Pusat, pada Jumat, 25 Juli 2025.
Pilihan Editor: Kontroversi Jakarta sebagai Daerah Khusus";success
86;https://www.tempo.co/politik/transjakarta-rute-ancol-blok-m-akan-beroperasi-bulan-depan-2045814;Tempo.co;19/7/25;Operasional;Edward;Transjakarta Rute Ancol-Blok M akan Beroperasi Bulan Depan;"TEMPO.CO, Jakarta - Bus angkutan umum Transjakarta akan meluncurkan rute baru Ancol-Blok M pada Agustus mendatang. Wacana tersebut disampaikan oleh Wakil Gubernur Jakarta Rano Karno.
Pilihan editor: Kisaran Biaya Politik Calon Kepala Daerah
Saat ini, kata Rano, pemerintah daerah dan PT Transportasi Jakarta atau Transjakarta sedang merancang rute tersebut. Mereka juga membangun infrastruktur penunjang seperti halte.
""Tentu itu sedang didesain ya. Kami nggak mau sporadis juga. Wilayah Ancol itu kan memang sedang ada penggarapan. Kami harus atur betul jalurnya,"" kata Rano di Cilandak, Jakarta Selatan pada Sabtu, 19 Juli 2025.
Rano berharap rute Ancol-Blok M akan meningkatkan aktivitas masyarakat di kawasan Jakarta International Stadium yang ada di Ancol. Dia ingin akses ke JIS semakin mudah, salah satunya karena klub sepakbola Persija Jakarta akan berkandang di sana.
""Jadi tugas TransJakarta harus bisa menyalurkan itu,"" kata politikus Partai Demokrasi Indonesia Perjuangan itu.
Rano menargetkan layanan Transjakarta rute Ancol-Blok M bisa beroperasi saat Liga 1, kompetisi di mana Persija bertanding, dimulai bulan depan. ""Belum tentu (pembukaan rute baru) bulan ini, tapi kalau kami hitung mulai liga, ya mungkin sekitar Agustus, bulan-bulan depanlah,"" ujar mantan gubernur Banten itu.
Sebelumnya, Pemerintah Provinsi Jakarta telah membuka sejumlah rute baru untuk angkutan umum, khususnya Transjabodetabek yang memiliki rute ke luar Jakarta. Gubernur Pramono Anung misalnya telah meluncurkan trayek Cawang-Bekasi dan Blok M-Alam Sutera sejak mulai menjabat pada Februari 2025 lalu.
Pramono menargetkan ada trayek-trayek lain yang akan diluncurkan dalam beberapa bulan ke depan. Pramono Anung menyebut Transjabodetabek akan menambah sejumlah trayek baru lainnya pada tahun ini.
Dia menilai penambahan trayek tersebut merupakan salah satu kebutuhan mobilitas di Jakarta dan sekitarnya. Rencananya, kata dia, peluncuran trayek baru bus kota tersebut akan berlangsung beberapa bulan ke depan.
""Saya sudah memutuskan sebelum bulan mudah-mudahan September atau Agustus, enam trayek baru akan kita lucurkan,"" kata Pramono di Balai Kota, Jalan Medan Merdeka Selatan, Jakarta Pusat pada Selasa, 29 April 2025.
Pilihan editor:&nbsp;Kronologi Pesta Rakyat Berujung Maut di Pernikahan Anak Dedi Mulyadi";success
87;https://www.tempo.co/info-tempo/hut-jakarta-498-transjakarta-tawarkan-promo-dan-hiburan-1775367;Tempo.co;22/6/25;Tarif;Edward;HUT Jakarta-498, Transjakarta Tawarkan Promo dan Hiburan;"INFO NASIONAL &mdash; Dalam rangka memperingati Hari Ulang Tahun (HUT) ke-498 DKI Jakarta yang mengusung tema Jakarta Kota Global dan Berbudaya, PT Transportasi Jakarta (Transjakarta) menghadirkan berbagai program spesial bagi masyarakat. Mulai dari hiburan musik langsung hingga promo tiket Jakarta Sky Fun Run (JSFR) dengan potongan harga sebesar Rp49.800.
Harga spesial ini berlaku untuk tiket JSFR 2025 yang sebelumnya dijual seharga Rp200.000. Potongan ini bisa didapatkan dengan membeli tiket melalui aplikasi TJ:Transjakarta dan memasukkan kode voucher JSFRHUTJKT pada tanggal 22 Juni 2025, pukul 07.00 hingga 23.59 WIB, selama kuota masih tersedia.
Kepala Departemen Humas dan CSR Transjakarta, Ayu Wardhani, mengajak masyarakat untuk tidak melewatkan kesempatan ini. ""Jangan lewatkan kesempatan untuk mendapatkan harga spesial tiket JSFR 2025, dan merasakan pengalaman berkesan, lari santai dengan gembira di koridor 13,"" ujarnya. Informasi lengkap terkait kegiatan ini juga dapat diakses melalui akun Instagram @jkt_skyfunrun.
Tidak hanya itu, Transjakarta juga menyuguhkan hiburan live musik gratis dari musisi jalanan yang tampil di Sky Deck Halte Bundaran HI Astra, khusus untuk menyemarakkan perayaan ulang tahun Jakarta.
Ilustrasi poster Transjakarta. Dok. Transjakarta 
Sebagai bagian dari rangkaian acara, Transjakarta berkolaborasi dengan Forum Diskusi Transportasi Jakarta (FDTJ) menyelenggarakan diskusi publik bertajuk ""Can Girls Love Public Transport? Pursuing Women's Safety and Inclusive Transport in Jakarta"". Acara ini akan berlangsung di Museum Bank Indonesia dan akan dihadiri oleh Transjakarta sebagai salah satu narasumber, pada Ahad, 22 Juni 2025 pukul 10.00&ndash;12.00 WIB.
Selain program-program menarik tersebut, masyarakat juga dapat memanfaatkan layanan Transjakarta Rp1 menuju berbagai titik perayaan HUT DKI Jakarta seperti Taman Lapangan Banteng, Jakarnaval di Monas, Wonders of Jakarta di Ancol, dan lokasi-lokasi seru lainnya.
Untuk informasi lebih lanjut mengenai layanan dan program Transjakarta, masyarakat dapat mengunduh aplikasi TJ:Transjakarta yang tersedia di App Store dan Play Store.(*)";success
88;https://www.tempo.co/foto/arsip/transjakarta-koridor-13-resmi-beroperasi-hingga-cbd-ciledug-1735354;Tempo.co;17/6/25;Layanan;Edward;Transjakarta Koridor 13 Resmi Beroperasi Hingga CBD Ciledug;"Halte Transjakarta CBD Ciledug, Kota Tangerang, Banten, 17 Juni 2025. Layanan Transjakarta koridor 13 Tegal Mampang - CBD Ciledug beroperasi pada pukul 05:00-22:00 WIB, sedangkan Tegal Mampang - Puri Beta beroperasi pada pukul 22:00-05:00 WIB. Tempo/Magang/Ahmad Naufal Oktavian

Penumpang memasuki Halte Transjakarta CBD Ciledug, Kota Tangerang, Banten, 17 Juni 2025. Tempo/Magang/Ahmad Naufal Oktavian

Penumpang di dalam bus di Halte Transjakarta CBD Ciledug, Kota Tangerang, Banten, 17 Juni 2025. Tempo/Magang/Ahmad Naufal Oktavian

Halte Transjakarta CBD Ciledug, Kota Tangerang, Banten, 17 Juni 2025. Tempo/Magang/Ahmad Naufal Oktavian

Penumpang di dalam bus di Halte Transjakarta CBD Ciledug, Kota Tangerang, Banten, 17 Juni 2025. Tempo/Magang/Ahmad Naufal Oktavian

Halte Transjakarta CBD Ciledug, Kota Tangerang, Banten, 17 Juni 2025. Tempo/Magang/Ahmad Naufal Oktavian";success
89;https://www.tempo.co/foto/arsip/penampakan-bus-transjakarta-rute-blok-m-alam-sutera-pik-dan-bogor-1674114;Tempo.co;10/6/25;Layanan;Edward;Penampakan Bus Transjakarta Rute Blok M - Alam Sutera, PIK dan Bogor;"Penumpang menunggu bus Transjakarta Blok M - Alam Sutera di Terminal Blok M, Jakarta, 10 Juni 2025. Transjakarta membuka sejumlah rute baru yaitu S61 Blok M - Alam Sutera melayani 26 titik halte, rute T31 Blok M - PIK 2 memiliki jarak 72,8 kilometer dengan 11 titik pemberhentian di wilayah Jakarta dan 13 halte di Banten, dan rute P11 Blok M - Bogor dengan 11 halte di Bogor dan 9 halte di Jakarta. Tempo/M Taufan Rengganis

Penumpang menaiki bus Transjakarta Blok M - PIK 2 di Terminal Blok M, Jakarta, 10 Juni 2025. Tempo/M Taufan Rengganis

Penumpang menaiki bus Transjakarta Blok M - Bogor di Terminal Blok M, Jakarta, 10 Juni 2025.  Tempo/M Taufan Rengganis

Penumpang menunggu bus Transjakarta Blok M - Alam Sutera di Terminal Blok M, Jakarta, 10 Juni 2025. Tempo/M Taufan Rengganis

Penumpang menunggu bus Transjakarta Blok M - PIK 2 di Terminal Blok M, Jakarta, 10 Juni 2025.  Tempo/M Taufan Rengganis

Bus Transjakarta Blok M - ALam Sutera di Terminal Blok M, Jakarta, 10 Juni 2025. Tempo/M Taufan Rengganis";success
90;https://www.tempo.co/hukum/video-viral-polisi-beri-hormat-ke-mobil-dinas-di-jalur-transjakarta-polda-metro-jaya-tetap-ditilang-1663104;Tempo.co;6/6/25;Berita;Edward;Video Viral Polisi Beri Hormat ke Mobil Dinas di Jalur TransJakarta, Polda Metro Jaya: Tetap Ditilang;"TEMPO.CO, Jakarta - Direktur Lalu Lintas Polda Metro Jaya Komisaris Besar Komarudin menanggapi video viral di media sosial yang menunjukkan polisi lalu lintas memberi hormat pada mobil dinas yang masuk jalur bus TransJakarta. Menurut dia, hal itu lumrah dilakukan. &ldquo;Kalau petugas memberikan hormat ke mobil dinas saya kira itu hal yang lumrah-lumrah saja ya,&rdquo; ujarnya lewat telepon kepada wartawan, Kamis, 5 Juni 2025.
Komarudin mengatakan Polda Metro Jaya masih menelusuri lokasi kejadian tersebut. &ldquo;Itu masih kami dalami untuk kejadiannya di mana. Kami belum (tahu) juga,&rdquo; kata dia.
Soal jenis pelat dinas mobil yang melintas di jalur khusus bus itu, Komarudin mengatakan Subdirektorat Penegakan Hukum (Gakkum) Ditlantas Polda Metro Jaya yang akan menelusurinya.
Meski kedua polisi itu terekam memberi hormat kepada pengemudi mobil dinas yang masuk jalur Transjakarta, Dirlantas Polda Metro Jaya itu memastikan pemilik kendaraan dinas itu akan ditilang karena semua pelanggaran tertangkap kamera tilang elektronik atau Electronic Traffic Law Enforcement (ETLE). Setelah ditilang, Surat Tanda Nomor Kendaraan (STNK) pengemudi akan otomatis diblokir. &ldquo;Mau pelat hitam, mau pelat merah, itu sudah ter-capture dan sudah otomatis STNK-nya terblokir,&rdquo; kata dia.
Sebelumnya beredar video di media sosial yang memperlihatkan sebuah mobil melintas di jalur bus TransJakarta. Akun Instagram @fakta.jakarta mengunggah video tersebut.
Dalam video viral itu, terlihat sebuah mobil berwarna hitam dengan pelat merah melaju di jalur TransJakarta. Dua polisi yang sedang bertugas di jalanan tersebut tampak memberi hormat pada mobil itu. &ldquo;Sebuah mobil dinas pejabat terekam masuk ke jalur khusus busway Transjakarta. Dalam rekaman tersebut dua anggota kepolisian terlibat memberi hormat saat mobil itu melintas,&rdquo; tulis akun tersebut, seperti dikutip oleh Antara.
Per Jumat, 6 Juni 2025, video tersebut telah disukai oleh lebih dari 66 ribu orang. Unggahan tersebut juga telah dibagikan hingga 4 ribu kali dan mendapat lebih dari 7.600 komentar.Pilihan Editor: Betulkah Kejaksaan Membidik Nadiem dalam Korupsi Laptop?";success
91;https://www.tempo.co/ekonomi/hari-kartini-tarif-penumpang-perempuan-transjakarta-rp-1-1233419;Tempo.co;20/4/25;Tarif;Edward;Hari Kartini, Tarif Penumpang Perempuan Transjakarta Rp 1;"TEMPO.CO, Jakarta - Transjakarta menerapkan tarif Rp 1 bagi penumpang perempuan saat peringatan Hari Kartini besok Senin, 21 April 2025.&nbsp; Direktur Utama Transjakarta Welfizon Yuza menuturkan penumpang perempuan bisa menikmati tarif Rp 1 di seluruh jaringan layanan Transjakarta, baik Bus Rapid Transit (BRT) maupun non-BRT.&nbsp;
&ldquo;Tarif khusus ini berlaku mulai pukul 00.00 hingga 23.59,&rdquo; kata dia melalui keterangan resmi, Ahad, 20 April 2025. Sementara itu,&nbsp; pengguna mikrotrans, transjakarta cares dan kategori penerima manfaat kartu layanan gratis, tarif Rp 0 tetap berlaku.
Selain memberlakukan tarif Rp 1 saat Hari Kartini, Transjakarta menyediakan gate khusus bagi pelanggan perempuan. Hal ini dilakukan untuk mempermudah penerapan tarif khusus di seluruh halte. Sementara itu, pada layanan non-BRT aka nada petugas Pramusapa yang membantu pelanggan. &ldquo;Petugas ini sekaligus memastikan pelanggan perempuan bisa mendapatkan tarif khusus,&rdquo; ujar Welfizon.
Welfizon mengatakan Pemprov Jakarta melalui Transjakarta berkomitmen menghadirkan pelayanan transportasi publik yang aman, nyaman, dan inklusif. Untuk memudahkan perjalanan, masyarakat bisa mengakses informasi rute dan layanan melalui aplikasi TJ dan seluruh kanal media sosial Transjakarta.
Adapun sepanjang tahun lalu, Transjakarta mencatat ada 371,4 juta pelanggan, dengan rata-rata lebih dari 1 juta pelanggan per hari. Kepala Divisi Sekretaris Perusahaan dan Hubungan Masyarakat Transjakarta, Tjahyadi Dermawan menyatakan, keberhasilan ini tidak lepas dari fokus perusahaan pada transformasi digital dan perbaikan fisik layanan.&nbsp;
""Aplikasi Transjakarta, yang hadir dengan fitur live bus tracking, menjadi alat penting dalam meningkatkan pengalaman pelanggan, dengan 540 ribu pengguna aktif hanya dalam lima bulan terakhir,"" ujarnya dalam keterangan resmi dikutip Jumat, 7 Februari 2025.
Transjakarta juga meluncurkan 300 unit bus listrik pada Desember 2024, yang diharapkan dapat mendukung inisiatif Jakarta untuk menjadi kota yang lebih hijau dan berkelanjutan. Selain itu, pendapatan non-farebox naik 3,5 kali lipat menjadi Rp 218,4 miliar. Pendapatan ini didorong oleh berbagai inisiatif seperti optimalisasi aset, pemanfaatan intellectual property, dan peluncuran produk inovatif seperti open top tour of Jakarta dengan bus tingkat.
Dani Aswara berkontribusi dalam penulisan artikel ini.
Pilihan Editor: Bagaimana Koperasi Desa Merah Putih Membebani APBN";success
